O	Na	Mg	Al	Si	K	Ca	Ti	Fe
2.929	0.091	0.022	0.336	0.975	0.009	0.054	0.012	0.253
2.978	0.109	0.062	0.319	1.076	0.076	0.151	0.021	0
2.93	0.102	0.137	0.281	1.016	0.079	0.119	0	0.101
2.935	0.129	0.112	0.301	0.962	0.035	0.127	0.018	0.188
3	0.115	0.088	0.311	0.969	0.047	0.206	0.032	0.151
2.858	0.127	0.161	0.272	0.926	0.052	0.124	0.001	0.156
2.956	0.046	0.094	0.267	1	0.058	0.205	0.048	0.084
3.129	0.084	0.094	0.194	1.069	0.026	0.248	0.032	0.18
3.13	0.204	0.074	0.425	1.023	0.016	0.177	0.012	0.044
3.013	0.065	0.11	0.267	1.025	0.048	0.193	0.027	0.121
2.778	0.087	0.112	0.271	0.927	0.025	0.209	0.008	0.094
2.979	0.087	0.098	0.27	1.035	0.012	0.15	0.01	0.153
3.284	0.138	0.12	0.363	1.072	0.04	0.161	0.028	0.167
3.333	0.086	0.068	0.39	1.011	0.03	0.222	0.026	0.218
2.789	0.137	0.134	0.334	0.964	0.016	0.095	0.005	0.039
3.107	0.148	0.219	0.337	0.908	0.028	0.256	0.016	0.14
2.741	0.06	0.091	0.204	0.961	0.041	0.126	0.008	0.214
3.316	0.085	0.063	0.379	1.063	0.018	0.186	0	0.316
3.057	0.098	0.075	0.322	0.959	0.044	0.219	0.008	0.214
2.676	0.103	0.054	0.251	0.957	0.049	0.086	0.016	0.105
2.927	0.025	0.134	0.291	0.991	0.04	0.143	0.012	0.166
2.999	0.055	0.086	0.29	0.982	0.017	0.142	0.031	0.209
3.115	0.067	0.167	0.317	0.996	0.047	0.143	0.007	0.209
3.029	0.115	0.077	0.383	0.997	0.059	0.161	0.027	0.055
2.869	0.076	0.082	0.393	0.964	0.029	0.203	0.008	0
2.943	0.028	0.101	0.284	1.031	0.023	0.08	0.026	0.18
3.102	0.082	0.187	0.319	1.004	0.064	0.217	0.046	0.043
3.211	0.088	0.085	0.336	1	0.033	0.287	0	0.199
2.916	0.124	0.135	0.393	0.919	0.046	0.181	0	0.084
2.976	0.032	0.189	0.264	0.924	0.044	0.141	0.014	0.229
2.72	0.123	0.125	0.246	1.011	0.051	0.112	0	0.005
2.886	0.034	0.135	0.337	0.996	0.035	0.182	0.006	0.019
2.854	0.045	0.072	0.381	0.987	0.024	0.069	0	0.114
3.105	0.125	0.122	0.36	1.008	0.007	0.042	0.003	0.245
3.191	0.064	0.028	0.381	1.013	0.036	0.244	0.03	0.2
3.164	0.058	0.161	0.368	1.04	0.053	0.131	0.016	0.146
3.122	0.073	0.159	0.373	0.981	0.032	0.18	0.025	0.123
2.9	0.036	0.03	0.363	0.902	0.037	0.208	0.029	0.188
3.026	0.1	0.177	0.368	0.914	0.055	0.085	0.034	0.22
2.993	0.058	0.1	0.432	0.981	0.034	0.238	0	0
2.791	0.046	0.073	0.281	0.929	0.042	0.355	0	0.039
2.671	0.15	0.201	0.132	0.954	0.007	0.213	0	0.054
3.215	0.158	0.106	0.371	1.007	0.075	0.115	0.041	0.188
3.243	0.102	0.172	0.335	1.046	0.018	0.131	0	0.212
2.934	0.045	0.097	0.248	1.027	0.056	0.227	0.013	0.105
3.038	0.075	0.209	0.346	0.975	0.027	0.133	0	0.167
3.256	0.083	0.135	0.389	1.002	0.006	0.24	0.03	0.16
2.588	0.051	0.047	0.282	0.911	0.04	0.112	0.007	0.118
3.163	0.094	0.135	0.457	0.993	0.045	0.141	0.019	0.094
3.383	0.013	0.194	0.383	1.045	0.073	0.17	0.013	0.269
3.068	0.061	0.181	0.39	0.943	0.039	0.053	0.046	0.196
3.089	0.058	0.143	0.443	0.917	0.048	0.178	0.003	0.18
3.122	0.086	0.089	0.371	0.96	0.052	0.238	0.011	0.192
2.645	0.103	0.144	0.269	0.903	0.007	0.171	0	0.057
2.997	0.113	0.027	0.296	1.039	0.045	0.203	0.028	0.095
3.154	0.069	0.068	0.415	0.966	0.009	0.24	0	0.202
2.89	0.079	0.022	0.386	0.915	0.053	0.191	0.034	0.095
2.767	0.001	0.039	0.392	0.957	0.063	0.143	0.002	0.046
3.502	0.065	0.094	0.442	0.984	0.06	0.168	0.044	0.321
3.265	0.057	0.195	0.37	1.021	0.055	0.099	0.008	0.206
2.97	0.068	0.031	0.367	0.98	0.045	0.288	0.002	0.068
3.022	0.071	0.131	0.25	0.983	0.06	0.192	0.026	0.222
3.267	0.007	0.059	0.456	1.004	0.064	0.203	0.014	0.238
2.799	0.095	0.023	0.244	1.014	0.028	0.085	0.01	0.146
3.137	0.077	0.145	0.357	1.016	0.028	0.122	0.001	0.174
3.422	0.159	0.157	0.457	1.071	0.058	0.25	0.031	0.017
3.023	0.046	0.044	0.278	1.032	0.048	0.238	0.024	0.115
2.837	0.071	0.091	0.34	0.92	0.046	0.306	0.005	0.02
3.071	0.092	0.135	0.209	1.054	0.057	0.115	0.034	0.192
2.744	0.063	0.092	0.299	0.919	0.049	0.181	0.02	0.084
3.228	0.086	0.149	0.406	1.014	0.084	0.153	0.013	0.129
3.312	0	0.092	0.494	1.034	0.051	0.213	0	0.121
3.14	0.058	0.161	0.361	1.04	0.061	0.128	0.055	0.058
3.214	0.096	0.131	0.359	0.999	0.027	0.327	0.022	0.105
2.607	0.11	0	0.241	0.89	0.04	0.221	0.008	0.105
3.007	0.114	0.087	0.253	0.991	0.044	0.168	0.016	0.203
2.858	0.084	0.092	0.337	0.937	0.051	0.114	0.019	0.123
3.222	0.169	0.059	0.39	0.987	0.044	0.347	0.025	0.07
3.073	0.01	0.115	0.356	0.915	0.029	0.26	0.031	0.221
3.624	0.12	0.045	0.506	1.019	0.043	0.1	0.045	0.35
3.264	0.098	0.085	0.243	1.107	0.044	0.243	0.034	0.179
3.043	0.099	0.17	0.346	0.872	0.061	0.181	0.011	0.268
2.815	0.089	0.063	0.293	0.991	0.031	0.198	0.019	0.035
3.051	0.091	0	0.336	1.045	0.035	0.19	0.011	0.134
2.918	0.032	0.157	0.354	0.908	0.025	0.125	0.014	0.192
3.372	0.059	0.087	0.496	0.959	0.003	0.307	0.046	0.136
3.24	0.105	0.18	0.325	0.976	0.059	0.204	0	0.229
3.124	0.119	0.116	0.416	0.975	0.035	0.173	0.033	0.089
3.079	0.079	0.068	0.348	1.037	0.039	0.218	0.024	0.088
3.162	0.047	0.13	0.326	0.996	0.055	0.16	0.021	0.272
3.194	0.099	0.016	0.313	1.005	0.057	0.182	0.041	0.238
3.103	0.197	0.134	0.263	0.971	0.035	0.189	0.009	0.228
3.285	0.102	0.138	0.435	1.03	0.038	0.128	0.041	0.123
3.081	0.022	0.153	0.369	0.988	0.002	0.206	0.018	0.122
3.583	0.125	0.07	0.412	1.046	0.073	0.306	0.019	0.283
2.853	0.108	0.056	0.275	1.016	0.045	0.203	0.003	0.056
3.01	0.066	0.102	0.405	0.978	0.027	0.099	0	0.159
3.579	0.114	0.193	0.368	1.046	0.044	0.226	0.028	0.331
2.635	0.048	0.058	0.357	0.872	0.035	0.209	0.023	0
2.99	0.073	0.097	0.206	1.042	0.046	0.187	0.022	0.208
2.943	0.036	0.164	0.291	1.039	0.036	0.156	0	0.054
3.102	0.064	0.063	0.308	1.001	0.062	0.201	0	0.284
2.943	0.094	0.133	0.354	0.896	0.026	0.184	0	0.191
2.848	0.066	0.074	0.326	0.947	0.061	0.2	0	0.117
3.007	0.095	0.145	0.353	0.999	0.036	0.081	0.005	0.124
2.746	0	0.024	0.321	0.9	0.021	0.186	0	0.234
3.24	0.079	0.1	0.376	1.04	0.043	0.206	0.02	0.155
2.954	0.157	0.03	0.265	1.048	0.058	0.149	0.008	0.131
2.92	0.042	0.019	0.362	0.899	0.013	0.247	0.016	0.176
3.235	0.061	0.135	0.394	0.994	0.061	0.174	0	0.194
3.06	0.09	0.084	0.278	1.017	0.052	0.159	0.046	0.198
3.347	0.031	0.165	0.38	1.035	0.055	0.241	0.02	0.15
2.851	0.139	0.141	0.21	1.046	0.037	0.216	0	0
2.947	0.114	0.081	0.373	0.99	0.019	0.045	0.001	0.161
2.677	0.058	0.101	0.186	0.975	0.061	0.187	0.01	0.074
3.081	0.1	0.096	0.357	0.999	0.046	0.163	0.018	0.128
3.139	0.063	0.163	0.352	0.997	0.053	0.114	0.014	0.193
2.902	0.031	0.036	0.293	0.977	0.01	0.177	0	0.25
3.06	0.118	0.148	0.374	0.965	0.03	0.156	0.009	0.144
3.065	0.095	0.193	0.229	0.997	0.044	0.171	0.002	0.2
3.069	0.039	0.099	0.416	0.957	0.026	0.11	0.011	0.194
3.206	0.05	0.118	0.401	0.985	0.044	0.181	0.031	0.156
3.084	0.159	0.107	0.308	0.964	0.048	0.23	0.024	0.165
3.077	0.13	0.126	0.308	0.988	0.081	0.123	0.012	0.2
3.05	0.117	0.225	0.38	0.914	0.043	0.15	0	0.181
3.08	0.1	0.07	0.312	1.054	0.052	0.14	0	0.167
3.111	0.194	0.166	0.201	1.035	0.029	0.133	0.032	0.198
3.05	0.133	0.11	0.338	1.022	0.069	0.111	0.02	0.092
3.283	0.118	0.119	0.477	0.969	0.057	0.21	0.03	0.125
3.012	0.084	0.089	0.346	0.987	0.03	0.171	0.003	0.153
3.207	0.089	0.118	0.406	1.036	0.057	0.06	0.008	0.225
3.202	0.054	0.153	0.37	1.048	0.066	0.175	0.027	0.084
3.078	0.116	0.119	0.439	1.005	0.05	0.175	0.017	0
3.242	0.122	0.167	0.371	1.016	0.041	0.168	0.012	0.176
3.121	0.063	0.173	0.241	0.973	0.053	0.254	0	0.288
3.172	0.161	0.077	0.308	0.978	0.053	0.221	0.003	0.262
2.99	0.048	0.167	0.396	0.937	0.03	0.196	0.019	0.078
3.174	0.077	0.001	0.355	1.062	0.034	0.215	0.031	0.157
2.698	0.036	0.088	0.245	0.975	0.029	0.136	0.031	0.051
2.9	0.1	0.009	0.282	0.961	0.035	0.332	0.038	0.056
3.019	0.111	0	0.352	1.011	0.053	0.124	0.034	0.151
3.073	0.011	0.082	0.357	0.932	0.032	0.266	0.026	0.201
2.799	0.117	0.057	0.328	0.955	0.013	0.087	0.048	0.086
2.845	0.107	0.072	0.335	0.984	0.05	0.026	0	0.168
3.214	0.074	0.181	0.318	0.996	0.03	0.265	0.002	0.201
2.888	0.078	0.009	0.328	0.96	0.025	0.156	0.029	0.172
3.249	0.084	0.071	0.301	1.035	0.068	0.098	0.018	0.3
3.057	0.158	0.117	0.368	0.986	0.019	0.201	0.007	0.08
3.611	0.049	0.063	0.319	1.133	0.049	0.271	0.063	0.247
2.937	0.088	0.141	0.234	0.999	0.023	0.097	0.03	0.218
2.781	0.006	0.076	0.287	0.901	0.047	0.138	0.029	0.168
2.778	0.064	0.071	0.296	0.959	0.024	0.18	0.024	0.056
2.954	0.117	0.054	0.275	1.011	0.054	0.169	0.011	0.186
3.129	0.079	0.125	0.376	1.05	0.014	0.094	0.047	0.09
3.511	0.091	0.21	0.475	0.948	0.053	0.266	0.04	0.198
3.286	0.097	0.149	0.282	1.028	0.024	0.27	0	0.267
3.095	0.123	0.1	0.366	1.024	0.058	0.172	0.019	0.091
2.996	0.113	0.088	0.386	0.968	0.04	0.204	0.015	0.066
2.828	0.069	0.129	0.333	0.913	0.025	0.122	0.031	0.141
2.784	0.061	0.115	0.233	1.008	0.02	0.091	0.012	0.109
2.917	0.078	0.061	0.33	1.029	0.042	0.074	0.017	0.136
3.188	0.067	0.131	0.393	1.024	0.064	0.082	0.005	0.215
2.994	0.062	0.169	0.206	1.022	0.054	0.099	0.014	0.239
3.14	0.094	0.144	0.303	1.019	0.036	0.226	0	0.162
2.854	0.041	0.182	0.238	0.914	0.041	0.2	0	0.166
3.389	0.069	0.154	0.492	1.031	0.024	0.207	0.032	0.097
2.927	0.146	0.098	0.431	0.921	0.047	0.129	0	0.08
3.238	0.067	0.232	0.495	0.935	0.023	0.128	0.01	0.2
2.903	0.064	0.091	0.364	1.011	0.026	0.095	0.012	0.057
2.805	0.077	0.108	0.24	0.968	0.015	0.047	0.034	0.181
3.134	0.116	0.064	0.329	1.04	0.061	0.254	0	0.124
3.108	0.074	0.063	0.274	1.05	0.047	0.185	0.053	0.173
2.975	0.059	0.204	0.346	0.944	0.051	0.071	0.029	0.155
2.743	0.071	0.078	0.228	0.987	0.032	0.159	0.031	0.071
2.989	0.105	0.086	0.301	0.942	0.023	0.191	0.004	0.239
3.132	0.066	0.073	0.339	0.989	0.018	0.227	0.047	0.197
3.155	0.034	0.068	0.349	1.073	0.013	0.119	0.05	0.13
3.178	0.171	0.179	0.307	0.959	0.032	0.257	0.039	0.136
2.544	0.139	0.122	0.163	0.949	0.045	0.093	0	0.088
3.005	0.055	0.125	0.391	0.966	0.047	0.205	0.025	0.041
2.845	0.102	0.123	0.283	0.881	0.049	0.121	0.024	0.232
3.024	0.036	0.084	0.419	1.084	0.042	0.045	0.03	0
2.868	0.148	0.113	0.309	0.904	0.036	0.149	0	0.2
3.08	0.08	0.163	0.347	0.924	0.031	0.11	0.037	0.242
2.571	0.1	0.142	0.201	0.925	0.066	0.145	0.006	0.027
3.024	0.119	0.117	0.392	0.994	0.035	0.113	0.015	0.108
3.104	0.023	0.207	0.397	1.02	0.028	0.14	0.014	0.049
2.95	0.026	0.083	0.207	1.005	0.039	0.193	0.028	0.192
3.06	0.126	0.14	0.356	0.977	0.041	0.129	0.017	0.131
3.278	0.019	0.193	0.379	1.044	0.036	0.245	0.014	0.103
3.288	0.042	0.1	0.415	1.027	0.046	0.272	0	0.141
3.07	0.065	0.102	0.305	1	0.026	0.226	0.03	0.119
3.311	0.089	0.083	0.409	0.986	0.035	0.283	0.025	0.238
3.166	0.116	0.112	0.334	0.968	0.027	0.135	0.044	0.216
3.086	0.059	0.108	0.403	1.017	0.028	0.091	0.038	0.113
3.093	0.115	0.092	0.355	0.928	0.011	0.271	0	0.214
3.336	0.056	0.044	0.405	1.04	0.018	0.085	0.074	0.295
2.895	0.097	0.092	0.292	0.906	0.061	0.215	0.038	0.161
2.764	0.118	0.171	0.363	0.947	0.03	0.053	0	0.019
3.087	0.062	0.123	0.243	1.065	0.048	0.147	0	0.211
3.072	0.08	0.094	0.459	0.856	0.043	0.236	0.006	0.208
3.099	0.107	0.154	0.361	1.007	0.025	0.235	0.045	0
2.933	0.128	0.103	0.299	1.035	0.039	0.104	0.007	0.083
3.169	0.012	0.126	0.305	1.106	0.062	0.093	0	0.194
2.925	0.125	0.087	0.256	1.013	0.044	0.131	0.011	0.17
2.926	0.038	0.169	0.296	0.91	0.024	0.178	0	0.216
2.909	0.045	0.043	0.388	0.955	0.037	0.242	0.015	0.049
2.974	0.181	0.108	0.298	0.976	0.007	0.196	0	0.132
2.924	0.074	0.093	0.26	0.959	0.07	0.268	0.018	0.129
3.201	0.097	0.094	0.41	1.012	0.048	0.199	0.008	0.127
3.196	0.097	0.07	0.428	0.975	0.031	0.232	0.011	0.15
3.003	0.108	0.123	0.367	0.929	0.001	0.224	0	0.139
3.322	0.038	0.133	0.316	1.074	0.045	0.015	0.037	0.316
2.89	0.137	0.09	0.343	0.925	0.047	0.101	0.028	0.133
3.046	0.101	0.103	0.306	1.019	0.033	0.184	0.005	0.164
2.846	0.05	0.146	0.327	0.985	0.022	0.153	0	0.039
3.284	0.083	0.136	0.391	0.988	0.074	0.133	0	0.249
2.968	0.107	0.086	0.312	1.025	0.03	0.053	0.034	0.17
2.97	0.115	0.136	0.362	0.938	0.029	0.126	0.024	0.142
3.156	0.051	0.14	0.308	1.053	0.055	0.186	0	0.144
3.119	0.147	0.146	0.393	0.99	0.047	0.178	0.006	0.092
3.158	0	0.144	0.308	1.076	0.047	0.203	0.004	0.134
3.098	0.089	0.122	0.317	0.943	0.048	0.246	0	0.205
2.824	0.083	0.072	0.379	0.984	0.043	0	0	0.111
3.316	0.131	0.094	0.423	1.022	0.04	0.197	0.005	0.227
2.993	0.094	0.118	0.315	0.971	0.011	0.205	0.023	0.109
2.919	0.065	0.008	0.349	0.963	0.011	0.259	0.005	0.125
2.635	0.071	0.091	0.212	0.98	0.036	0.214	0	0
3.075	0.094	0.086	0.337	0.947	0.086	0.293	0.005	0.141
2.647	0.107	0.056	0.155	0.945	0.061	0.186	0	0.136
3.34	0.078	0.114	0.556	0.969	0.055	0.254	0	0.096
2.621	0.066	0.134	0.26	0.876	0.028	0.061	0.052	0.12
3.21	0.106	0.089	0.373	1.032	0.044	0.232	0.003	0.144
2.872	0.138	0.144	0.332	0.921	0.05	0.079	0.017	0.143
3.175	0.146	0.117	0.361	0.993	0.036	0.282	0.008	0.14
2.912	0.086	0.121	0.25	0.999	0.029	0.149	0.016	0.136
3.559	0.107	0.177	0.424	1.134	0.039	0.167	0.003	0.171
3.053	0.061	0.1	0.319	0.904	0.043	0.275	0.034	0.266
3.248	0.13	0.184	0.371	1.047	0.041	0.209	0.016	0.086
3.291	0.069	0.05	0.336	1.009	0.044	0.237	0.021	0.34
2.838	0.115	0.198	0.274	0.955	0.039	0.035	0.014	0.165
2.797	0.018	0.073	0.282	0.957	0.032	0.135	0.021	0.18
3.446	0.136	0.146	0.501	1.051	0.007	0.252	0.001	0.089
3.361	0.104	0.146	0.438	1.003	0.03	0.094	0.01	0.286
3.155	0.117	0.062	0.428	0.998	0.044	0.107	0.051	0.16
3.304	0.073	0.111	0.395	1.026	0.028	0.283	0.013	0.178
3.304	0	0.167	0.376	0.941	0.056	0.289	0.003	0.269
3.066	0.079	0.114	0.285	1.055	0.052	0.202	0.026	0.082
2.923	0.108	0.011	0.424	0.971	0.039	0.113	0.005	0.126
2.945	0.086	0.148	0.243	1.041	0.076	0.1	0.037	0.077
3.155	0.015	0.06	0.192	1.004	0.059	0.345	0.033	0.24
3.026	0.114	0.103	0.264	1.026	0.036	0.186	0.03	0.114
2.713	0.022	0.144	0.259	0.985	0.069	0.016	0.009	0.108
3.198	0.114	0.139	0.373	0.909	0.025	0.181	0.037	0.241
2.969	0.082	0.114	0.339	0.992	0.046	0.114	0	0.136
3.003	0.076	0.173	0.346	0.948	0.023	0.19	0.024	0.113
2.7	0.068	0.046	0.236	1.01	0.037	0.059	0.015	0.1
3.268	0.041	0.07	0.426	0.986	0.043	0.276	0	0.205
2.956	0.108	0.057	0.321	0.894	0.024	0.293	0.022	0.217
3.059	0.129	0	0.426	1.025	0.008	0.17	0.012	0.085
2.971	0.148	0.103	0.457	0.919	0.03	0.067	0	0.171
3.031	0.118	0.131	0.367	0.904	0.025	0.249	0.026	0.157
3.265	0.145	0.175	0.525	0.956	0.038	0.13	0	0.127
2.844	0.003	0.081	0.296	0.967	0.004	0.11	0	0.253
3.319	0.13	0.196	0.356	1.017	0.02	0.153	0.056	0.207
3.047	0.124	0.16	0.364	0.965	0.013	0.149	0	0.19
3.111	0.103	0.14	0.325	1.015	0.022	0.156	0.014	0.153
3.131	0.107	0.123	0.331	0.943	0.02	0.247	0.041	0.204
3.119	0.089	0.153	0.38	0.973	0.037	0.075	0.024	0.201
2.903	0.136	0.167	0.253	0.961	0.02	0.162	0.004	0.128
3.049	0.126	0.142	0.351	0.996	0.03	0.169	0.043	0.044
2.74	0.074	0.153	0.219	0.85	0.022	0.217	0.02	0.176
3.369	0.012	0.182	0.409	1.079	0.03	0.161	0	0.16
2.929	0.071	0.156	0.298	1.045	0.043	0.098	0	0.061
3.026	0.038	0.067	0.419	0.979	0.071	0.234	0.009	0.054
3.236	0.134	0.16	0.376	1.002	0.047	0.206	0	0.166
2.993	0.05	0.146	0.344	0.975	0.064	0.142	0	0.147
2.748	0.032	0.082	0.215	0.996	0.017	0.164	0.009	0.125
3.121	0	0.156	0.303	1.022	0.032	0.286	0.04	0.059
2.932	0.139	0.169	0.276	0.928	0.054	0.235	0	0.112
2.711	0.081	0.095	0.306	0.941	0.034	0.09	0.039	0.046
3.304	0.091	0.124	0.276	1.074	0.044	0.328	0.013	0.137
3.018	0.105	0.132	0.378	0.918	0.012	0.256	0	0.16
2.982	0.009	0.096	0.373	1.066	0.043	0.145	0.013	0
2.918	0	0.148	0.277	1.035	0.057	0.076	0.022	0.131
2.853	0.147	0.03	0.251	1.025	0.052	0.194	0	0.098
2.968	0.096	0.106	0.305	1	0.042	0.127	0.014	0.13
3.273	0.094	0.047	0.373	1.009	0.036	0.196	0	0.3
3.115	0.139	0.08	0.304	1.033	0.032	0.163	0	0.257
3.042	0.116	0.187	0.352	0.979	0.039	0.235	0.001	0.051
3.185	0.07	0.144	0.357	0.993	0.033	0.204	0.047	0.167
3.133	0.128	0.159	0.434	0.935	0.047	0.158	0.021	0.118
3.06	0.03	0.114	0.404	1.044	0.034	0.155	0.015	0.026
2.794	0.078	0.121	0.287	0.921	0.053	0.127	0.032	0.102
3.138	0.075	0.135	0.381	0.995	0.05	0.268	0.019	0.052
3.25	0.081	0.137	0.41	1.052	0.027	0.198	0.017	0.084
2.946	0.049	0.111	0.328	0.954	0.008	0.135	0.045	0.134
3.107	0.082	0.142	0.264	1.01	0.035	0.347	0.009	0.112
3.601	0.075	0.144	0.411	1.007	0.032	0.197	0.046	0.331
3.16	0.03	0.139	0.376	0.945	0.043	0.198	0	0.305
3.128	0.103	0.121	0.375	1.022	0.055	0.128	0	0.139
3.139	0.164	0.113	0.4	0.936	0.048	0.237	0.016	0.164
3.324	0.11	0.144	0.491	1.049	0.032	0.123	0	0.148
3.154	0.132	0.111	0.206	1.054	0.062	0.225	0	0.251
2.861	0.084	0.094	0.321	0.913	0.034	0.129	0.002	0.205
2.983	0.058	0.121	0.377	0.95	0	0.202	0.003	0.112
3.006	0.158	0.118	0.302	0.948	0.041	0.318	0	0.095
3.072	0.086	0.082	0.392	1.008	0.02	0.087	0.033	0.171
3.009	0.149	0.084	0.396	0.901	0.047	0.27	0.027	0.098
3.111	0.085	0.179	0.418	1.008	0.036	0.112	0.027	0.044
2.936	0.121	0.12	0.321	0.951	0.053	0.143	0.016	0.157
3.073	0.152	0.145	0.295	0.962	0.035	0.263	0.006	0.172
2.8	0.048	0.081	0.306	0.936	0.045	0.226	0	0.085
3.199	0.109	0.157	0.423	0.977	0.02	0.187	0.029	0.109
3.217	0.186	0.149	0.313	1.024	0.036	0.162	0.024	0.224
2.626	0.128	0.096	0.217	0.945	0.084	0.131	0	0.076
2.81	0.041	0.093	0.255	0.975	0.039	0.228	0	0.102
3.198	0.086	0.136	0.347	0.978	0.051	0.249	0.033	0.161
2.696	0.146	0.11	0.134	1.032	0.03	0.124	0	0.092
3.167	0.12	0.118	0.34	1.078	0.024	0.141	0.019	0.104
3.237	0	0.138	0.388	1.021	0.053	0.111	0.059	0.178
2.809	0	0.035	0.357	0.957	0.018	0.148	0.026	0.103
2.723	0	0.118	0.298	0.901	0.054	0.014	0.02	0.19
2.916	0.1	0.129	0.243	0.92	0.024	0.135	0.013	0.272
3.119	0.069	0.185	0.332	0.987	0.046	0.202	0	0.149
3.022	0.105	0.18	0.336	1.021	0.046	0.108	0.054	0.005
2.996	0.11	0.055	0.368	0.969	0.021	0.252	0.009	0.078
3.038	0.026	0.129	0.316	1.005	0.024	0.158	0.023	0.171
3.149	0.155	0.127	0.385	0.999	0.055	0.214	0.008	0.086
2.865	0.041	0.124	0.224	0.987	0.042	0.106	0.009	0.19
3.208	0.129	0.101	0.372	1.061	0.013	0.098	0	0.21
2.865	0.081	0.136	0.329	0.976	0.046	0.135	0.024	0.037
2.837	0.158	0	0.307	0.986	0.057	0.107	0	0.181
3.164	0.113	0.106	0.307	0.986	0.057	0.138	0	0.376
3.369	0.121	0.135	0.427	1.014	0.055	0.285	0.038	0.096
3.114	0.108	0.101	0.484	0.945	0.025	0.214	0.01	0.079
3.043	0.091	0.065	0.342	1.003	0.052	0.341	0.002	0.03
3.044	0.062	0.085	0.292	1.026	0.044	0.224	0.033	0.113
3.091	0.06	0.054	0.447	0.924	0.026	0.105	0.027	0.221
2.925	0.032	0.149	0.361	1.01	0.027	0.098	0	0.061
2.884	0.139	0.127	0.26	0.968	0.018	0.187	0.021	0.091
3.007	0.092	0.112	0.274	1.034	0.053	0.068	0.046	0.153
3.302	0.074	0.159	0.371	1.031	0.042	0.167	0.018	0.197
2.938	0.053	0.178	0.207	0.911	0.02	0.254	0.021	0.204
3.211	0.092	0.159	0.359	1.011	0.058	0.074	0.025	0.246
3.044	0.103	0.078	0.164	1.088	0.046	0.191	0.019	0.173
2.989	0.064	0.06	0.394	0.953	0.022	0.208	0.002	0.14
3.036	0.078	0.137	0.304	0.975	0.057	0.21	0.03	0.115
2.922	0.081	0.019	0.445	1.008	0.068	0.085	0	0.043
3.122	0.076	0.08	0.357	0.978	0.018	0.117	0.005	0.308
3.038	0.033	0.025	0.334	1.025	0.053	0.168	0.019	0.201
2.789	0.152	0.104	0.222	0.933	0.029	0.151	0.018	0.169
3.391	0.101	0.134	0.289	1.096	0.044	0.315	0.042	0.114
2.968	0.074	0.127	0.298	0.955	0.04	0.245	0.027	0.086
3.057	0.111	0.09	0.33	0.989	0.023	0.297	0	0.1
3.015	0.092	0.062	0.399	0.948	0.03	0.244	0.024	0.084
3.036	0.093	0.094	0.386	0.947	0.009	0.172	0.007	0.176
3.058	0.044	0.178	0.3	0.972	0.029	0.11	0.046	0.168
3.115	0.099	0.144	0.369	1	0.037	0.115	0.011	0.191
2.951	0.079	0.081	0.354	0.96	0.03	0.187	0.037	0.091
3.303	0.18	0.249	0.392	0.959	0.043	0.249	0	0.135
2.823	0.072	0.055	0.334	0.995	0	0.054	0.001	0.16
3.144	0.104	0.075	0.314	1.012	0.038	0.233	0.049	0.151
3.15	0.045	0.158	0.461	0.967	0.039	0.147	0	0.13
2.664	0.062	0.198	0.225	0.918	0.023	0.151	0.008	0.062
3.052	0.063	0.083	0.369	1.043	0.018	0.092	0.001	0.168
3.07	0.079	0.023	0.354	0.988	0.042	0.205	0	0.216
3.372	0.076	0.158	0.424	0.99	0.025	0.212	0.016	0.237
3.182	0.023	0.149	0.392	0.941	0.026	0.32	0.031	0.107
3.489	0.045	0.245	0.459	0.988	0.026	0.289	0.017	0.208
2.626	0.09	0.099	0.29	0.994	0.018	0.011	0	0.03
3.383	0.199	0.137	0.343	0.94	0.056	0.28	0.021	0.31
3.162	0.088	0.144	0.364	0.967	0.044	0.237	0	0.167
2.962	0.084	0.14	0.263	1.014	0.031	0.161	0	0.18
2.845	0.074	0.181	0.326	0.905	0.034	0.184	0.019	0.068
3.393	0.07	0.153	0.444	1.013	0.02	0.307	0	0.169
3.484	0.177	0.155	0.478	0.913	0.06	0.099	0.005	0.393
3.202	0.044	0.059	0.408	1.005	0.009	0.229	0.021	0.203
3.233	0.088	0.072	0.482	0.914	0.052	0.214	0.017	0.268
3.086	0	0.115	0.378	1.02	0.034	0.235	0	0.112
3.229	0.052	0.134	0.401	1.002	0.006	0.223	0.01	0.206
2.849	0.101	0.116	0.319	0.938	0.043	0.148	0.014	0.095
3.011	0.135	0.017	0.422	0.946	0.04	0.099	0.023	0.17
3.284	0.082	0.211	0.409	1.016	0.045	0.165	0.008	0.132
3.007	0.129	0.112	0.335	0.99	0.033	0.223	0.016	0.052
3.024	0.131	0.101	0.219	1	0.032	0.12	0.039	0.265
3.093	0.148	0.145	0.298	0.958	0.021	0.135	0.031	0.258
2.991	0.081	0.146	0.288	0.98	0.028	0.149	0.014	0.221
3.145	0.079	0.095	0.34	0.955	0.047	0.244	0.002	0.239
3.108	0.065	0.14	0.219	1.071	0.049	0.156	0.023	0.174
2.936	0.055	0.106	0.229	1.016	0.026	0.091	0	0.236
2.726	0.141	0.136	0.159	0.928	0.078	0.149	0.003	0.162
2.937	0.109	0.127	0.289	0.99	0.029	0.175	0.025	0.085
3.008	0.143	0.139	0.418	0.957	0.044	0.117	0.016	0.059
3.051	0.137	0.123	0.272	1.034	0.036	0.198	0.011	0.141
